dataset,y_true,xgb_mean_prob,lr_mean_prob,cat_mean_prob,bias,ensemble_prob,selected_threshold,y_pred_threshold_opt
tuning,0,0.23698480427265167,0.303617624326272,0.0,0.06663282005362031,0.27030121429946186,0.16,1
tuning,0,0.14347858726978302,0.13564104528422938,0.0,-0.007837541985553642,0.1395598162770062,0.16,0
tuning,0,0.1392768919467926,0.05703865806415881,0.0,-0.0822382338826338,0.0981577750054757,0.16,0
tuning,0,0.1392768919467926,0.07595112014043542,0.0,-0.06332577180635718,0.10761400604361401,0.16,0
tuning,0,0.1392768919467926,0.048136679912190374,0.0,-0.09114021203460224,0.09370678592949148,0.16,0
tuning,0,0.14347858726978302,0.07461840368283712,0.0,-0.0688601835869459,0.10904849547631007,0.16,0
tuning,0,0.23281635344028473,0.2317791546116687,0.0,-0.001037198828616026,0.23229775402597672,0.16,1
tuning,0,0.1392768919467926,0.04753128473314582,0.0,-0.09174560721364677,0.09340408833996922,0.16,0
tuning,1,0.23698480427265167,0.7095082669725883,0.0,0.4725234626999366,0.47324653562262,0.16,1
tuning,0,0.1392768919467926,0.044631218529618,0.0,-0.0946456734171746,0.0919540552382053,0.16,0
tuning,0,0.14347858726978302,0.06449046125260058,0.0,-0.07898812601718244,0.1039845242611918,0.16,0
tuning,1,0.1392768919467926,0.04742345258824073,0.0,-0.09185343935855186,0.09335017226751667,0.16,0
tuning,1,0.24655646085739136,0.26619808167009995,0.0,0.019641620812708593,0.25637727126374565,0.16,1
tuning,0,0.24655646085739136,0.25358031122158786,0.0,0.0070238503641965044,0.2500683860394896,0.16,1
tuning,0,0.14101730287075043,0.04994020961036181,0.0,-0.09107709326038863,0.09547875624055611,0.16,0
tuning,0,0.24999701976776123,0.27171056437522617,0.0,0.02171354460746494,0.26085379207149373,0.16,1
tuning,0,0.25876328349113464,0.2829737225555162,0.0,0.024210439064381584,0.27086850302332544,0.16,1
tuning,1,0.25271478295326233,0.2640314408620742,0.0,0.011316657908811867,0.25837311190766826,0.16,1
tuning,0,0.1392768919467926,0.07097688844491842,0.0,-0.06830000350187418,0.10512689019585551,0.16,0
tuning,0,0.2364388406276703,0.2905077200636859,0.0,0.05406887943601563,0.2634732803456781,0.16,1
tuning,0,0.1392768919467926,0.13024793967444853,0.0,-0.00902895227234407,0.13476241581062057,0.16,0
tuning,0,0.2571200728416443,0.34600403495114673,0.0,0.08888396210950245,0.3015620538963955,0.16,1
tuning,1,0.22699563205242157,0.606972054418557,0.0,0.3799764223661354,0.41698384323548926,0.16,1
tuning,1,0.2429811656475067,0.7003297412749298,0.0,0.45734857562742304,0.47165545346121823,0.16,1
tuning,0,0.14101730287075043,0.035785403452395066,0.0,-0.10523189941835537,0.08840135316157274,0.16,0
tuning,0,0.1392768919467926,0.06769802266178554,0.0,-0.07157886928500706,0.10348745730428907,0.16,0
tuning,0,0.1392768919467926,0.052277373456453766,0.0,-0.08699951849033884,0.09577713270162319,0.16,0
tuning,0,0.1392768919467926,0.04868011797111031,0.0,-0.09059677397568229,0.09397850495895146,0.16,0
tuning,0,0.1392768919467926,0.06938863165874647,0.0,-0.06988826028804614,0.10433276180276954,0.16,0
tuning,0,0.25328582525253296,0.2838631142519089,0.0,0.03057728899937595,0.26857446975222093,0.16,1
tuning,0,0.2333565056324005,0.2217309112710944,0.0,-0.011625594361306113,0.22754370845174746,0.16,1
tuning,0,0.14347858726978302,0.07384415130676002,0.0,-0.069634435963023,0.10866136928827153,0.16,0
tuning,0,0.1392768919467926,0.07809365672867492,0.0,-0.06118323521811768,0.10868527433773376,0.16,0
tuning,0,0.25250735878944397,0.3227632280609083,0.0,0.07025586927146432,0.28763529342517613,0.16,1
tuning,0,0.14347858726978302,0.07315132024629592,0.0,-0.0703272670234871,0.10831495375803947,0.16,0
tuning,0,0.25955432653427124,0.27104287955612605,0.0,0.011488553021854808,0.26529860304519864,0.16,1
tuning,0,0.2634499967098236,0.358736625508628,0.0,0.0952866287988044,0.3110933111092258,0.16,1
tuning,1,0.2364388406276703,0.2864458559477868,0.0,0.05000701532011653,0.26144234828772855,0.16,1
tuning,0,0.1392768919467926,0.05645752712329573,0.0,-0.08281936482349687,0.09786720953504416,0.16,0
tuning,1,0.24871884286403656,0.260544937040695,0.0,0.01182609417665842,0.25463188995236574,0.16,1
tuning,1,0.24655646085739136,0.2475114226105295,0.0,0.0009549617531381394,0.24703394173396043,0.16,1
tuning,0,0.23281635344028473,0.2292913177381008,0.0,-0.003525035702183932,0.23105383558919276,0.16,1
tuning,0,0.14347858726978302,0.06695235620723018,0.0,-0.07652623106255284,0.1052154717385066,0.16,0
tuning,1,0.2571200728416443,0.35320496730829193,0.0,0.09608489446664764,0.30516252007496814,0.16,1
tuning,1,0.2634499967098236,0.16698318290842795,0.0,-0.09646681380139566,0.21521658980912578,0.16,1
tuning,0,0.24655646085739136,0.2610136417757721,0.0,0.014457180918380719,0.2537850513165817,0.16,1
tuning,0,0.23971658945083618,0.4655219556223608,0.0,0.22580536617152464,0.3526192725365985,0.16,1
tuning,0,0.2394315004348755,0.23117834375431803,0.0,-0.008253156680557455,0.23530492209459675,0.16,1
tuning,1,0.1392768919467926,0.2119691737603279,0.0,0.07269228181353529,0.17562303285356023,0.16,1
tuning,0,0.25876328349113464,0.323346062520746,0.0,0.06458277902961135,0.29105467300594035,0.16,1
tuning,0,0.1392768919467926,0.0699498897037797,0.0,-0.0693270022430129,0.10461339082528615,0.16,0
tuning,1,0.25250735878944397,0.7067541920709798,0.0,0.4542468332815358,0.4796307754302119,0.16,1
tuning,0,0.1392768919467926,0.05602846391599473,0.0,-0.08324842803079788,0.09765267793139366,0.16,0
tuning,0,0.23698480427265167,0.3184056843820496,0.0,0.08142088010939791,0.2776952443273506,0.16,1
tuning,1,0.25032296776771545,0.29950796216680237,0.0,0.04918499439908691,0.27491546496725894,0.16,1
tuning,0,0.25032296776771545,0.08157696451269947,0.0,-0.16874600325501599,0.16594996614020746,0.16,1
tuning,0,0.14347858726978302,0.059892886630124,0.0,-0.08358570063965902,0.1016857369499535,0.16,0
tuning,1,0.23698480427265167,0.09387957210298223,0.0,-0.14310523216966944,0.16543218818781696,0.16,1
tuning,0,0.22699563205242157,0.19035791493235937,0.0,-0.036637717120062196,0.20867677349239047,0.16,1
tuning,0,0.1392768919467926,0.06771883927515751,0.0,-0.07155805267163509,0.10349786561097506,0.16,0
tuning,0,0.2571200728416443,0.3377875793195315,0.0,0.08066750647788723,0.2974538260805879,0.16,1
tuning,0,0.1392768919467926,0.06946728280785969,0.0,-0.06980960913893292,0.10437208737732614,0.16,0
tuning,0,0.14347858726978302,0.061680585207704385,0.0,-0.08179800206207863,0.1025795862387437,0.16,0
tuning,0,0.2634499967098236,0.330595976085898,0.0,0.06714597937607442,0.29702298639786084,0.16,1
tuning,1,0.23698480427265167,0.3196598238199169,0.0,0.08267501954726525,0.27832231404628427,0.16,1
tuning,0,0.25250735878944397,0.7044903347127921,0.0,0.45198297592334813,0.47849884675111803,0.16,1
tuning,1,0.2549129128456116,0.6371399699079067,0.0,0.3822270570622951,0.4460264413767591,0.16,1
tuning,0,0.2549129128456116,0.2243813518099952,0.0,-0.030531561035616384,0.23964713232780338,0.16,1
tuning,0,0.1392768919467926,0.048818689893651616,0.0,-0.09045820205314098,0.09404779092022211,0.16,0
