dataset,y_true,xgb_mean_prob,lr_mean_prob,cat_mean_prob,bias,ensemble_prob,selected_threshold,y_pred_threshold_opt
tuning,0,0.23698480427265167,0.303617624326272,0.0,0.06663282005362031,0.26672849063981585,0.17,1
tuning,0,0.14347858726978302,0.13564104528422938,0.0,-0.007837541985553642,0.13998005020471213,0.17,0
tuning,0,0.1392768919467926,0.05703865806415881,0.0,-0.0822382338826338,0.10256723094150764,0.17,0
tuning,0,0.1392768919467926,0.07595112014043542,0.0,-0.06332577180635718,0.11100941213652515,0.17,0
tuning,0,0.1392768919467926,0.048136679912190374,0.0,-0.09114021203460224,0.09859354881329474,0.17,0
tuning,0,0.14347858726978302,0.07461840368283712,0.0,-0.0688601835869459,0.1127406460848341,0.17,0
tuning,0,0.23281635344028473,0.2317791546116687,0.0,-0.001037198828616026,0.23235336663237355,0.17,1
tuning,0,0.1392768919467926,0.04753128473314582,0.0,-0.09174560721364677,0.09832331134894604,0.17,0
tuning,1,0.23698480427265167,0.7095082669725883,0.0,0.4725234626999366,0.4479107363338102,0.17,1
tuning,0,0.1392768919467926,0.044631218529618,0.0,-0.0946456734171746,0.09702877421946043,0.17,0
tuning,0,0.14347858726978302,0.06449046125260058,0.0,-0.07898812601718244,0.10821971566425102,0.17,0
tuning,1,0.1392768919467926,0.04742345258824073,0.0,-0.09185343935855186,0.09827517702871504,0.17,0
tuning,1,0.24655646085739136,0.26619808167009995,0.0,0.019641620812708593,0.25532412533153254,0.17,1
tuning,0,0.24655646085739136,0.25358031122158786,0.0,0.0070238503641965044,0.2496917806915877,0.17,1
tuning,0,0.14101730287075043,0.04994020961036181,0.0,-0.09107709326038863,0.10036213481707928,0.17,0
tuning,0,0.24999701976776123,0.27171056437522617,0.0,0.02171354460746494,0.259689553570235,0.17,1
tuning,0,0.25876328349113464,0.2829737225555162,0.0,0.024210439064381584,0.2695703858434413,0.17,1
tuning,1,0.25271478295326233,0.2640314408620742,0.0,0.011316657908811867,0.25776633447536995,0.17,1
tuning,0,0.1392768919467926,0.07097688844491842,0.0,-0.06830000350187418,0.10878900502558483,0.17,0
tuning,0,0.2364388406276703,0.2905077200636859,0.0,0.05406887943601563,0.26057421101833833,0.17,1
tuning,0,0.1392768919467926,0.13024793967444853,0.0,-0.00902895227234407,0.13524653086652333,0.17,0
tuning,0,0.2571200728416443,0.34600403495114673,0.0,0.08888396210950245,0.2967962667942414,0.17,1
tuning,1,0.22699563205242157,0.606972054418557,0.0,0.3799764223661354,0.3966102382582021,0.17,1
tuning,1,0.2429811656475067,0.7003297412749298,0.0,0.45734857562742304,0.4471333024321219,0.17,1
tuning,0,0.14101730287075043,0.035785403452395066,0.0,-0.10523189941835537,0.09404368522104282,0.17,0
tuning,0,0.1392768919467926,0.06769802266178554,0.0,-0.07157886928500706,0.10732537861122851,0.17,0
