dataset,y_true,xgb_mean_prob,lr_mean_prob,cat_mean_prob,bias,ensemble_prob,selected_threshold,y_pred_threshold_opt
train,1,0.24871884286403656,0.26233803215246637,0.0,0.013619189288429812,0.2547982027717235,0.17,1
train,0,0.25955432653427124,0.24543715053528092,0.0,-0.014117175998990317,0.25325267436097093,0.17,1
train,0,0.24632032215595245,0.28941511228844874,0.0,0.043094790132496286,0.2655570574573888,0.17,1
train,0,0.1392768919467926,0.21557644631741749,0.0,0.07629955437062488,0.1733356337699365,0.17,1
train,0,0.14101730287075043,0.017861867974884715,0.0,-0.12315543489586571,0.08604294298313656,0.17,0
train,0,0.1392768919467926,0.0476734037257167,0.0,-0.0916034882210759,0.0983867506981803,0.17,0
train,1,0.2634499967098236,0.6810445886464528,0.0,0.4175945919366292,0.4498566737976585,0.17,1
train,0,0.1392768919467926,0.03503449504565408,0.0,-0.10424239690113853,0.09274497033378183,0.17,0
train,0,0.2634499967098236,0.7175050409807417,0.0,0.45405504427091814,0.4661319606332351,0.17,1
train,1,0.25032296776771545,0.4951066664325395,0.0,0.24478369866482402,0.3595899859581811,0.17,1
train,0,0.14101730287075043,0.04227854358301425,0.0,-0.09873875928773618,0.09694210560048602,0.17,0
train,0,0.22699563205242157,0.5695167657968099,0.0,0.3425211337443883,0.3798908744873102,0.17,1
train,0,0.14347858726978302,0.06836768597170176,0.0,-0.07511090129808126,0.10995043869123922,0.17,0
train,0,0.23605938255786896,0.23441832302644028,0.0,-0.001641059531428679,0.23532684324806064,0.17,1
train,0,0.23698480427265167,0.3147166798796872,0.0,0.07773187560703554,0.2716829084040176,0.17,1
train,0,0.1392768919467926,0.04688420035670524,0.0,-0.09239269159008737,0.0980344645804849,0.17,0
train,0,0.2571200728416443,0.35669117284734114,0.0,0.09957110000569686,0.301566811962392,0.17,1
train,0,0.1392768919467926,0.050291046469550675,0.0,-0.08898584547724192,0.09955521910055659,0.17,0
train,1,0.2634499967098236,0.32862874894667077,0.0,0.06517875223684716,0.2925446134883994,0.17,1
train,0,0.14347858726978302,0.07565718357293452,0.0,-0.0678214036968485,0.11320433865001012,0.17,0
train,1,0.25654336810112,0.31186066827955194,0.0,0.05531730017843195,0.2812360109438141,0.17,1
train,0,0.14101730287075043,0.20482240379217917,0.0,0.06380510092142874,0.16949874653327368,0.17,0
train,0,0.1392768919467926,0.06695763993162998,0.0,-0.07231925201516262,0.10699488514419994,0.17,0
train,0,0.23698480427265167,0.3169529735512059,0.0,0.07996816927855421,0.27268114947406386,0.17,1
train,0,0.25955432653427124,0.2716693457148087,0.0,0.012115019180537479,0.26496225209630075,0.17,1
train,0,0.2571200728416443,0.3493555544526691,0.0,0.0922354816110248,0.29829232451514376,0.17,1
train,0,0.2634499967098236,0.3414144969701668,0.0,0.07796450026034318,0.29825194028132856,0.17,1
train,0,0.2571200728416443,0.35095962214979876,0.0,0.09383954930815447,0.29900835133881315,0.17,1
train,0,0.23928982019424438,0.25994283609347857,0.0,0.020653015899234184,0.24850895315227534,0.17,1
train,1,0.25271478295326233,0.7303496236709361,0.0,0.4776348407176738,0.46592234176444064,0.17,1
train,0,0.24655646085739136,0.276693505448887,0.0,0.030137044591495632,0.2600090927832404,0.17,1
train,0,0.14347858726978302,0.06798117412767707,0.0,-0.07549741314210595,0.10977790679094424,0.17,0
train,0,0.2634499967098236,0.33660904990644147,0.0,0.07315905319661786,0.2961068755789426,0.17,1
train,0,0.2519374489784241,0.2663463169588753,0.0,0.014408867980451212,0.25836930717940576,0.17,1
train,0,0.25876328349113464,0.3241890827255192,0.0,0.06542579923438457,0.28796817758360455,0.17,1
train,0,0.22699563205242157,0.23834511675855705,0.0,0.011349484706135476,0.23206183686345266,0.17,1
train,0,0.23281635344028473,0.18616842691029134,0.0,-0.04664792652999339,0.21199356228016097,0.17,1
train,0,0.2634499967098236,0.32952122199489975,0.0,0.06607122528507614,0.29294299732411744,0.17,1
train,0,0.14347858726978302,0.026515442457529202,0.0,-0.11696314481225381,0.09126835373901912,0.17,0
train,1,0.25328582525253296,0.6631371204379899,0.0,0.40985129518545693,0.4362360346442773,0.17,1
train,0,0.1392768919467926,0.06750221204658753,0.0,-0.07177467990020507,0.10723797229222348,0.17,0
train,0,0.1392768919467926,0.06584166410922397,0.0,-0.07343522783756863,0.10649673371029286,0.17,0
