dataset,y_true,xgb_mean_prob,lr_mean_prob,cat_mean_prob,bias,ensemble_prob,selected_threshold,y_pred_threshold_opt
tuning,0,0.222335547208786,0.33099872433896055,0.5234340558846082,0.10866317713017454,0.39086012789015145,0.29,1
tuning,0,0.1501798778772354,0.22731918401991508,0.3819686607434388,0.07713930614267966,0.2778783520469075,0.29,0
tuning,0,0.145751291513443,0.10183422765148052,0.33691126909912283,-0.043917063861962466,0.21747968380681496,0.29,0
tuning,0,0.14840784668922424,0.14505878801276903,0.38832296785937787,-0.0033490586764552133,0.25459958522795,0.29,0
tuning,0,0.14320777356624603,0.07563388721644657,0.2193594132385599,-0.06757388634979947,0.15614072765502196,0.29,0
tuning,0,0.14922647178173065,0.1452782314336207,0.38354447134090264,-0.003948240348109949,0.25272925396742385,0.29,0
tuning,0,0.20732282400131224,0.22938334580664155,0.5029838237435004,0.022060521805329303,0.34636818625832766,0.29,1
tuning,0,0.1445740282535553,0.06512221581275043,0.3167343963675381,-0.07945181244080488,0.19671130958753355,0.29,0
tuning,1,0.23783656656742097,0.7532312227694349,0.5845804800176182,0.515394656202014,0.5537989347750965,0.29,1
tuning,0,0.14250178039073944,0.0544256075512665,0.24407079045434718,-0.08807617283947294,0.16039233031637481,0.29,0
tuning,0,0.1475640207529068,0.09353675496647065,0.3707419676576355,-0.05402726578643616,0.23044613502909594,0.29,0
tuning,1,0.14550674557685853,0.06447411843505908,0.3100548833894277,-0.08103262714179944,0.19374775806537728,0.29,0
tuning,1,0.24448812901973724,0.3215296937632486,0.5749223288805051,0.07704156474351134,0.41624880733889474,0.29,1
tuning,0,0.24702752530574798,0.27686314420586294,0.5607027386626672,0.029835618900114963,0.3965533267431293,0.29,1
tuning,0,0.14461362063884736,0.07537590953135453,0.3444159632056735,-0.06923771110749283,0.21229655574040035,0.29,0
tuning,0,0.24017467498779296,0.3234114838990033,0.525123126082907,0.08323680891121035,0.39353901031703803,0.29,1
tuning,0,0.22572986781597137,0.3687747221215014,0.5004208358095221,0.14304485430553004,0.39318923717392995,0.29,1
